Heb	Eng
אגרופו	his / its fist
אגרופה	her / its fist
אגרופם	their m. fist
אגרופן	their f. fist
אגרופינו	our fists
אגרופיך	your m. sg. fists
אגרופיכם	your m. pl. fists
אגרופיכן	your f. pl. fists
אגרופיו	his / its fists
אגרופיה	her / its fists
אגרופיהם	their m. fists
אגרופיהן	their f. fists
גורף	sweeping, overwhelming, comprehensive
גורפת	sweeping, overwhelming, comprehensive
גורפים	sweeping, overwhelming, comprehensive
גורפות	sweeping, overwhelming, comprehensive
מגרף	I / you m. sg. / he / it rake(s)
מגרפת	I / you f. sg. / she / it rake(s)
מגרפים	we / you m. pl. / they m. rake
מגרפות	we / you f. pl. / they f. rake
אגרף	I will rake
נגרף	we will rake
תגרף	you m. sg. will rake
תגרפי	you f. sg. will rake
תגרפו	you m. pl. will rake
תגרפנה	you f. pl. will rake
תגרפו	you f. pl. will rake
יגרף	he / it will rake
תגרף	she / it will rake
יגרפו	they m. will rake
תגרפנה	they f. will rake
יגרפו	they f. will rake
גרף!‏	(to a man) rake!
גרפי!‏	(to a woman) rake!
גרפו!‏	(to men) rake!
גרפנה!‏	(to women) rake!
גרפו!‏	(to women) rake!
לגרף	to rake
מגרפה	rake
מגרפות	rakes
מגרפת	rake of ...
מגרפות	rakes of ...
מגרפתי	my rake
מגרפתנו	our rake
מגרפתך	your m. sg. rake
מגרפתך	your f. sg. rake
מגרפתכם	your m. pl. rake
מגרפתכן	your f. pl. rake
מגרפתו	his / its rake
מגרפתה	her / its rake
מגרפתם	their m. rake
מגרפתן	their f. rake
מגרפותינו	our rakes
מגרפותיך	your m. sg. rakes
מגרפותיכם	your m. pl. rakes
מגרפותיכן	your f. pl. rakes
מגרפותיו	his / its rakes
מגרפותיה	her / its rakes
מגרפותיהם	their m. rakes
מגרפותיהן	their f. rakes
נגרר	I am / you m. sg. are / he / it is dragged
נגררת	I am / you f. sg. are / she / it is dragged
נגררים	we / you m. pl. / they m. are dragged
נגררות	we / you f. pl. / they f. are dragged
נגררתי	I was dragged
נגררנו	we were dragged
נגררת	you m. sg. were dragged
נגררת	you f. sg. were dragged
נגררתם	you m. pl. were dragged
נגררתם	you m. pl. were dragged
נגררתן	you f. pl. were dragged
נגררתן	you f. pl. were dragged
נגרר	he / it was dragged
נגררה	she / it was dragged
נגררו	they were dragged
אגרר	I will be dragged
מגרר	I / you m. sg. / he / it grate(s)
מגררת	I / you f. sg. / she / it grate(s)
מגררים	we / you m. pl. / they m. grate
מגררות	we / you f. pl. / they f. grate
אגרר	I will grate
נגרר	we will grate
תגרר	you m. sg. will grate
תגררי	you f. sg. will grate
תגררו	you m. pl. will grate
תגררנה	you f. pl. will grate
תגררו	you f. pl. will grate
יגרר	he / it will grate
תגרר	she / it will grate
יגררו	they m. will grate
תגררנה	they f. will grate
יגררו	they f. will grate
גרר!‏	(to a man) grate!
גררי!‏	(to a woman) grate!
גררו!‏	(to men) grate!
גררנה!‏	(to women) grate!
גררו!‏	(to women) grate!
לגרר	to grate
גרר	tow truck
גורר	I / you m. sg. / he / it drag(s)
גוררת	I / you f. sg. / she / it drag(s)
גוררים	we / you m. pl. / they m. drag
גוררות	we / you f. pl. / they f. drag
גררתי	I dragged
גררנו	we dragged
גררת	you m. sg. dragged
גררת	you f. sg. dragged
גררתם	you m. pl. dragged
גררתם	you m. pl. dragged
גררתן	you f. pl. dragged
גררתן	you f. pl. dragged
גרר	he / it dragged
גררה	she / it dragged
גררו	they dragged
תגררי	you f. sg. will drag
תגררו	you m. pl. will drag
יגררו	they m. will drag
גררי!‏	(to a woman) drag!
גררו!‏	(to men) drag!
מגרש	I / you m. sg. / he / it expel(s)
מגרשת	I / you f. sg. / she / it expel(s)
מגרשים	we / you m. pl. / they m. expel
מגרשות	we / you f. pl. / they f. expel
אגרש	I will expel
נגרש	we will expel
תגרש	you m. sg. will expel
תגרשי	you f. sg. will expel
תגרשו	you m. pl. will expel
תגרשנה	you f. pl. will expel
תגרשו	you f. pl. will expel
יגרש	he / it will expel
תגרש	she / it will expel
יגרשו	they m. will expel
תגרשנה	they f. will expel
יגרשו	they f. will expel
גרש!‏	(to a man) expel!
גרשי!‏	(to a woman) expel!
גרשו!‏	(to men) expel!
גרשנה!‏	(to women) expel!
גרשו!‏	(to women) expel!
לגרש	to expel
מתגרש	I / you m. sg. / he / it divorce(s)
מתגרשת	I / you f. sg. / she / it divorce(s)
מתגרשים	we / you m. pl. / they m. divorce
מתגרשות	we / you f. pl. / they f. divorce
התגרשתי	I divorced
התגרשנו	we divorced
התגרשת	you m. sg. divorced
התגרשת	you f. sg. divorced
התגרשתם	you m. pl. divorced
התגרשתם	you m. pl. divorced
התגרשתן	you f. pl. divorced
התגרשתן	you f. pl. divorced
התגרש	he / it divorced
התגרשה	she / it divorced
התגרשו	they divorced
אתגרש	I will divorce
נתגרש	we will divorce
תתגרש	you m. sg. will divorce
תתגרשי	you f. sg. will divorce
תתגרשו	you m. pl. will divorce
תתגרשנה	you f. pl. will divorce
תתגרשו	you f. pl. will divorce
יתגרש	he / it will divorce
תתגרש	she / it will divorce
יתגרשו	they m. will divorce
תתגרשנה	they f. will divorce
יתגרשו	they f. will divorce
התגרש!‏	(to a man) divorce!
התגרשי!‏	(to a woman) divorce!
התגרשו!‏	(to men) divorce!
התגרשנה!‏	(to women) divorce!
התגרשו!‏	(to women) divorce!
להתגרש	to divorce
גרוש	divorced
גרושה	divorced
גרושים	divorced
גרושות	divorced
גרש	apostrophe
גרש	apostrophe
מגרש	field
מגרשים	fields
מגרש	field of ...
מגרשי	fields of ...
מגרשי	my field
מגרשנו	our field
מגרשך	your m. sg. field
מגרשך	your f. sg. field
מגרשכם	your m. pl. field
מגרשכן	your f. pl. field
מגרשו	his / its field
מגרשה	her / its field
מגרשם	their m. field
מגרשן	their f. field
מגרשינו	our fields
מגרשיך	your m. sg. fields
מגרשיכם	your m. pl. fields
מגרשיכן	your f. pl. fields
מגרשיו	his / its fields
מגרשיה	her / its fields
מגרשיהם	their m. fields
מגרשיהן	their f. fields
מתגשם	I / you m. sg. / he / it come(s) true
מתגשמת	I / you f. sg. / she / it come(s) true
מתגשמים	we / you m. pl. / they m. come true
מתגשמות	we / you f. pl. / they f. come true
התגשמתי	I came true
התגשמנו	we came true
התגשמת	you m. sg. came true
התגשמת	you f. sg. came true
התגשמתם	you m. pl. came true
התגשמתם	you m. pl. came true
התגשמתן	you f. pl. came true
התגשמתן	you f. pl. came true
התגשם	he / it came true
התגשמה	she / it came true
התגשמו	they came true
אתגשם	I will come true
נתגשם	we will come true
תתגשם	you m. sg. will come true
תתגשמי	you f. sg. will come true
תתגשמו	you m. pl. will come true
תתגשמנה	you f. pl. will come true
תתגשמו	you f. pl. will come true
יתגשם	he / it will come true
תתגשם	she / it will come true
יתגשמו	they m. will come true
תתגשמנה	they f. will come true
יתגשמו	they f. will come true
התגשם!‏	(to a man) come true!
התגשמי!‏	(to a woman) come true!
התגשמו!‏	(to men) come true!
התגשמנה!‏	(to women) come true!
התגשמו!‏	(to women) come true!
להתגשם	to come true
גשם	rain
גשמים	rains
גשם	rain of ...
גשמי	rains of ...
גשמי	my rain
גשמנו	our rain
גשמך	your m. sg. rain
גשמך	your f. sg. rain
גשמכם	your m. pl. rain
גשמכן	your f. pl. rain
גשמו	his / its rain
גשמה	her / its rain
גשמם	their m. rain
גשמן	their f. rain
גשמינו	our rains
גשמיך	your m. sg. rains
גשמיכם	your m. pl. rains
גשמיכן	your f. pl. rains
גשמיו	his / its rains
גשמיה	her / its rains
גשמיהם	their m. rains
גשמיהן	their f. rains
התגשמות	realization
התגשמות	realization of ...
התגשמותי	my realization
התגשמותנו	our realization
התגשמותך	your m. sg. realization
התגשמותך	your f. sg. realization
התגשמותכם	your m. pl. realization
התגשמותכן	your f. pl. realization
התגשמותו	his / its realization
התגשמותה	her / its realization
התגשמותם	their m. realization
התגשמותן	their f. realization
הגשמה	realization
הגשמות	realizations
הגשמת	realization of ...
הגשמות	realizations of ...
הגשמתי	my realization
הגשמתנו	our realization
הגשמתך	your m. sg. realization
הגשמתך	your f. sg. realization
הגשמתכם	your m. pl. realization
הגשמתכן	your f. pl. realization
הגשמתו	his / its realization
הגשמתה	her / its realization
הגשמתם	their m. realization
הגשמתן	their f. realization
הגשמותינו	our realizations
הגשמותיך	your m. sg. realizations
הגשמותיכם	your m. pl. realizations
הגשמותיכן	your f. pl. realizations
הגשמותיו	his / its realizations
הגשמותיה	her / its realizations
הגשמותיהם	their m. realizations
הגשמותיהן	their f. realizations
מגשים	I / you m. sg. / he / it implement(s)
מגשימה	I / you f. sg. / she / it implement(s)
מגשימים	we / you m. pl. / they m. implement
מגשימות	we / you f. pl. / they f. implement
הגשמתי	I implemented
הגשמנו	we implemented
הגשמת	you m. sg. implemented
הגשמת	you f. sg. implemented
הגשמתם	you m. pl. implemented
הגשמתם	you m. pl. implemented
הגשמתן	you f. pl. implemented
הגשמתן	you f. pl. implemented
הגשים	he / it implemented
הגשימה	she / it implemented
הגשימו	they implemented
אגשים	I will implement
נגשים	we will implement
תגשים	you m. sg. will implement
תגשימי	you f. sg. will implement
תגשימו	you m. pl. will implement
תגשמנה	you f. pl. will implement
תגשימו	you f. pl. will implement
יגשים	he / it will implement
תגשים	she / it will implement
יגשימו	they m. will implement
תגשמנה	they f. will implement
יגשימו	they f. will implement
הגשם!‏	(to a man) implement!
הגשימי!‏	(to a woman) implement!
הגשימו!‏	(to men) implement!
הגשמנה!‏	(to women) implement!
הגשימו!‏	(to women) implement!
להגשים	to implement
גשום	rainy
גשומה	rainy
גשומים	rainy
גשומות	rainy
גשר	bridge
גשרים	bridges
גשר	bridge of ...
גשרי	bridges of ...
גשרי	my bridge
גשרנו	our bridge
גשרך	your m. sg. bridge
גשרך	your f. sg. bridge
גשרכם	your m. pl. bridge
גשרכן	your f. pl. bridge
גשרו	his / its bridge
גשרה	her / its bridge
גשרם	their m. bridge
גשרן	their f. bridge
גשרינו	our bridges
גשריך	your m. sg. bridges
גשריכם	your m. pl. bridges
גשריכן	your f. pl. bridges
גשריו	his / its bridges
גשריה	her / its bridges
גשריהם	their m. bridges
גשריהן	their f. bridges
מגשר	I / you m. sg. / he / it bridge(s)
מגשרת	I / you f. sg. / she / it bridge(s)
מגשרים	we / you m. pl. / they m. bridge
מגשרות	we / you f. pl. / they f. bridge
אגשר	I will bridge
נגשר	we will bridge
תגשר	you m. sg. will bridge
תגשרי	you f. sg. will bridge
תגשרו	you m. pl. will bridge
תגשרנה	you f. pl. will bridge
תגשרו	you f. pl. will bridge
יגשר	he / it will bridge
תגשר	she / it will bridge
יגשרו	they m. will bridge
תגשרנה	they f. will bridge
יגשרו	they f. will bridge
גשר!‏	(to a man) bridge!
גשרי!‏	(to a woman) bridge!
גשרו!‏	(to men) bridge!
גשרנה!‏	(to women) bridge!
גשרו!‏	(to women) bridge!
לגשר	to bridge
גושר	I / you m. sg. / he / it build(s) a bridge
גושרת	I / you f. sg. / she / it build(s) a bridge
גושרים	we / you m. pl. / they m. build a bridge
גושרות	we / you f. pl. / they f. build a bridge
גשרתי	I built a bridge
גשרנו	we built a bridge
גשרת	you m. sg. built a bridge
גשרת	you f. sg. built a bridge
גשרתם	you m. pl. built a bridge
גשרתם	you m. pl. built a bridge
גשרתן	you f. pl. built a bridge
גשרתן	you f. pl. built a bridge
גשר	he / it built a bridge
גשרה	she / it built a bridge
גשרו	they built a bridge
תגשרי	you f. sg. will build a bridge
תגשרו	you m. pl. will build a bridge
יגשרו	they m. will build a bridge
גשרי!‏	(to a woman) build a bridge!
גשרו!‏	(to men) build a bridge!
מתגושש	I / you m. sg. / he / it wrestle(s)
מתגוששת	I / you f. sg. / she / it wrestle(s)
מתגוששים	we / you m. pl. / they m. wrestle
מתגוששות	we / you f. pl. / they f. wrestle
התגוששתי	I wrestled
התגוששנו	we wrestled
התגוששת	you m. sg. wrestled
התגוששת	you f. sg. wrestled
התגוששתם	you m. pl. wrestled
התגוששתם	you m. pl. wrestled
התגוששתן	you f. pl. wrestled
התגוששתן	you f. pl. wrestled
התגושש	he / it wrestled
התגוששה	she / it wrestled
התגוששו	they wrestled
אתגושש	I will wrestle
נתגושש	we will wrestle
תתגושש	you m. sg. will wrestle
תתגוששי	you f. sg. will wrestle
תתגוששו	you m. pl. will wrestle
תתגוששנה	you f. pl. will wrestle
תתגוששו	you f. pl. will wrestle
יתגושש	he / it will wrestle
תתגושש	she / it will wrestle
יתגוששו	they m. will wrestle
